bc,dealerId,date,metric,flagAnomaly,forecast,isAnomalyValue,lowerBound,severityScore,upperBound,value,zScore
glbc,glbc,3/29/2017 0:00,uniquevisitors,0,"54,908.00",,"51,416.00",1,"58,400.00","52,975.00",-1.11
glbc,glbc,3/29/2017 0:00,vdp,0,"14,120.00",,"12,993.00",0,"15,248.00","14,155.00",0.06
glbc,glbc,3/29/2017 0:00,visits,0,"66,644.00",,"62,177.00",1,"71,110.00","64,375.00",-1.02
glbc,glbc,3/30/2017 0:00,bouncerate,0,29.59,,27.92,1,31.25,28.69,-1.07
glbc,glbc,3/30/2017 0:00,event1,0,768,,646,1,890,851,1.36
glbc,glbc,3/30/2017 0:00,event2,1,"15,113.00",21,"13,661.00",10,"16,565.00",21,-20.79
glbc,glbc,3/30/2017 0:00,pageviews,0,"345,757.00",,"323,032.00",0,"368,482.00","342,855.00",-0.26
glbc,glbc,3/30/2017 0:00,ppv,0,5.13,,4.94,1,5.31,5.26,1.39
glbc,glbc,3/30/2017 0:00,sni,0,"21,572.00",,"19,464.00",0,"23,680.00","20,675.00",-0.85
glbc,glbc,3/30/2017 0:00,uniquevisitors,0,"54,109.00",,"50,612.00",0,"57,607.00","52,939.00",-0.67
glbc,glbc,3/30/2017 0:00,vdp,0,"14,503.00",,"13,356.00",0,"15,650.00","14,678.00",0.31
glbc,glbc,3/30/2017 0:00,visits,0,"66,620.00",,"62,156.00",0,"71,085.00","65,239.00",-0.62
glbc,glbc,3/31/2017 0:00,bouncerate,0,28.71,,27.1,0,30.33,27.95,-0.94
glbc,glbc,3/31/2017 0:00,event1,0,713,,590,0,835,670,-0.7
glbc,glbc,3/31/2017 0:00,event2,1,"12,533.00",22,"11,297.00",10,"13,770.00",22,-20.23
glbc,glbc,3/31/2017 0:00,pageviews,0,"330,565.00",,"309,035.00",1,"352,095.00","313,000.00",-1.63
glbc,glbc,3/31/2017 0:00,ppv,0,5.21,,5.03,0,5.4,5.3,0.95
glbc,glbc,3/31/2017 0:00,sni,0,"19,890.00",,"17,952.00",1,"21,828.00","18,045.00",-1.9
glbc,glbc,3/31/2017 0:00,uniquevisitors,0,"51,253.00",,"47,774.00",1,"54,731.00","48,154.00",-1.78
glbc,glbc,3/31/2017 0:00,vdp,1,"14,216.00","12,974.00","13,102.00",2,"15,330.00","12,974.00",-2.23
glbc,glbc,3/31/2017 0:00,visits,0,"63,189.00",,"58,980.00",1,"67,397.00","59,050.00",-1.97
glbc,glbc,4/1/2017 0:00,bouncerate,0,27.15,,25.62,1,28.68,25.97,-1.54
glbc,glbc,4/1/2017 0:00,event1,1,644,499,522,2,766,499,-2.38
glbc,glbc,4/1/2017 0:00,event2,1,"10,816.00",14,"9,720.00",10,"11,911.00",14,-19.73
glbc,glbc,4/1/2017 0:00,pageviews,1,"323,956.00","285,128.00","302,549.00",3,"345,363.00","285,128.00",-3.63
glbc,glbc,4/1/2017 0:00,ppv,0,5.46,,5.27,0,5.64,5.46,0.03
glbc,glbc,4/1/2017 0:00,sni,1,"18,867.00","16,413.00","16,986.00",2,"20,749.00","16,413.00",-2.61
glbc,glbc,4/1/2017 0:00,uniquevisitors,1,"47,964.00","42,753.00","44,419.00",2,"51,509.00","42,753.00",-2.94
glbc,glbc,4/1/2017 0:00,vdp,1,"14,408.00","12,103.00","13,249.00",3,"15,567.00","12,103.00",-3.98
glbc,glbc,4/1/2017 0:00,visits,1,"58,873.00","52,193.00","54,853.00",3,"62,894.00","52,193.00",-3.32
glbc,glbc,4/2/2017 0:00,bouncerate,0,27.32,,25.76,1,28.88,28.25,1.19
glbc,glbc,4/2/2017 0:00,event1,0,543,,418,1,668,421,-1.95
glbc,glbc,4/2/2017 0:00,event2,1,"6,600.00",9,"5,914.00",10,"7,286.00",9,-19.22
glbc,glbc,4/2/2017 0:00,pageviews,1,"263,455.00","224,595.00","245,594.00",4,"281,316.00","224,595.00",-4.35
glbc,glbc,4/2/2017 0:00,ppv,0,5.61,,5.43,0,5.8,5.6,-0.08
glbc,glbc,4/2/2017 0:00,sni,0,"14,335.00",,"12,869.00",1,"15,801.00","12,948.00",-1.89
glbc,glbc,4/2/2017 0:00,uniquevisitors,0,"37,952.00",,"34,314.00",1,"41,589.00","34,778.00",-1.75
glbc,glbc,4/2/2017 0:00,vdp,1,"11,656.00","9,800.00","10,694.00",3,"12,618.00","9,800.00",-3.86
glbc,glbc,4/2/2017 0:00,visits,1,"44,124.00","40,086.00","41,032.00",2,"47,215.00","40,086.00",-2.61
glbc,glbc,4/3/2017 0:00,bouncerate,0,26.33,,24.82,1,27.83,25.27,-1.41
glbc,glbc,4/3/2017 0:00,event1,0,752,,624,1,880,650,-1.59
glbc,glbc,4/3/2017 0:00,event2,1,"13,063.00",10,"11,671.00",10,"14,455.00",10,-18.75
glbc,glbc,4/3/2017 0:00,pageviews,0,"322,946.00",,"300,493.00",0,"345,399.00","312,533.00",-0.93
glbc,glbc,4/3/2017 0:00,ppv,0,5.38,,5.19,0,5.56,5.41,0.32
glbc,glbc,4/3/2017 0:00,sni,0,"16,409.00",,"14,694.00",0,"18,124.00","16,601.00",0.22
glbc,glbc,4/3/2017 0:00,uniquevisitors,0,"45,114.00",,"41,414.00",0,"48,814.00","46,587.00",0.8
glbc,glbc,4/3/2017 0:00,vdp,0,"13,152.00",,"12,039.00",1,"14,265.00","12,203.00",-1.71
glbc,glbc,4/3/2017 0:00,visits,0,"57,648.00",,"53,506.00",0,"61,790.00","57,778.00",0.06
glbc,glbc,4/4/2017 0:00,bouncerate,0,26.32,,24.8,1,27.84,25.5,-1.09
glbc,glbc,4/4/2017 0:00,event1,0,658,,528,1,788,540,-1.82
glbc,glbc,4/4/2017 0:00,event2,1,"9,573.00",9,"8,527.00",10,"10,619.00",9,-18.29
glbc,glbc,4/4/2017 0:00,pageviews,0,"296,412.00",,"275,835.00",0,"316,988.00","301,330.00",0.48
glbc,glbc,4/4/2017 0:00,ppv,0,5.43,,5.25,1,5.61,5.53,1.09
glbc,glbc,4/4/2017 0:00,sni,0,"15,306.00",,"13,719.00",0,"16,892.00","16,050.00",0.94
glbc,glbc,4/4/2017 0:00,uniquevisitors,0,"43,804.00",,"40,117.00",0,"47,491.00","44,607.00",0.44
glbc,glbc,4/4/2017 0:00,vdp,0,"11,287.00",,"10,316.00",0,"12,257.00","11,575.00",0.59
glbc,glbc,4/4/2017 0:00,visits,0,"53,141.00",,"49,357.00",0,"56,925.00","54,506.00",0.72
glbc,glbc,4/5/2017 0:00,bouncerate,0,25.92,,24.42,0,27.41,26.1,0.25
glbc,glbc,4/5/2017 0:00,event1,0,610,,478,0,743,614,0.06
glbc,glbc,4/5/2017 0:00,event2,1,"9,160.00",10,"8,135.00",10,"10,186.00",10,-17.84
glbc,glbc,4/5/2017 0:00,pageviews,0,"295,849.00",,"275,453.00",0,"316,245.00","289,897.00",-0.58
glbc,glbc,4/5/2017 0:00,ppv,0,5.47,,5.29,0,5.65,5.4,-0.77
glbc,glbc,4/5/2017 0:00,sni,0,"15,954.00",,"14,302.00",0,"17,605.00","15,602.00",-0.43
glbc,glbc,4/5/2017 0:00,uniquevisitors,0,"44,644.00",,"40,983.00",0,"48,305.00","43,899.00",-0.41
glbc,glbc,4/5/2017 0:00,vdp,0,"11,356.00",,"10,386.00",0,"12,327.00","11,586.00",0.47
glbc,glbc,4/5/2017 0:00,visits,0,"54,506.00",,"50,642.00",0,"58,371.00","53,674.00",-0.43
glbc,glbc,4/6/2017 0:00,bouncerate,0,26.07,,24.57,0,27.56,26.09,0.03
glbc,glbc,4/6/2017 0:00,event1,0,615,,484,0,746,591,-0.37
glbc,glbc,4/6/2017 0:00,event2,1,"9,133.00",5,"8,086.00",10,"10,180.00",5,-17.44
glbc,glbc,4/6/2017 0:00,pageviews,0,"300,041.00",,"279,476.00",0,"320,605.00","306,104.00",0.59
glbc,glbc,4/6/2017 0:00,ppv,0,5.36,,5.18,1,5.54,5.47,1.28
glbc,glbc,4/6/2017 0:00,sni,0,"16,182.00",,"14,519.00",0,"17,845.00","16,301.00",0.14
glbc,glbc,4/6/2017 0:00,uniquevisitors,0,"44,656.00",,"41,022.00",0,"48,291.00","45,278.00",0.34
glbc,glbc,4/6/2017 0:00,vdp,0,"11,793.00",,"10,791.00",0,"12,794.00","11,967.00",0.35
glbc,glbc,4/6/2017 0:00,visits,0,"55,302.00",,"51,409.00",0,"59,195.00","55,910.00",0.31
glbc,glbc,4/7/2017 0:00,bouncerate,0,26.09,,24.61,0,27.57,25.7,-0.52
glbc,glbc,4/7/2017 0:00,event1,0,518,,388,0,648,566,0.74
glbc,glbc,4/7/2017 0:00,event2,1,"6,989.00",5,"6,169.00",10,"7,809.00",5,-17.03
glbc,glbc,4/7/2017 0:00,pageviews,0,"287,851.00",,"268,233.00",0,"307,469.00","291,226.00",0.34
glbc,glbc,4/7/2017 0:00,ppv,0,5.44,,5.26,0,5.62,5.43,-0.12
glbc,glbc,4/7/2017 0:00,sni,0,"15,486.00",,"13,908.00",0,"17,064.00","15,538.00",0.07
glbc,glbc,4/7/2017 0:00,uniquevisitors,0,"43,588.00",,"39,982.00",0,"47,195.00","43,835.00",0.14
glbc,glbc,4/7/2017 0:00,vdp,0,"11,494.00",,"10,525.00",0,"12,462.00","11,581.00",0.18
glbc,glbc,4/7/2017 0:00,visits,0,"53,246.00",,"49,527.00",0,"56,965.00","53,637.00",0.21
glbc,glbc,4/8/2017 0:00,bouncerate,0,24.97,,23.57,1,26.38,26.38,1.99
glbc,glbc,4/8/2017 0:00,event1,0,484,,354,0,614,426,-0.89
glbc,glbc,4/8/2017 0:00,event2,1,"5,809.00",5,"5,111.00",10,"6,507.00",5,-16.63
glbc,glbc,4/8/2017 0:00,pageviews,1,"297,734.00","265,153.00","277,594.00",3,"317,875.00","265,153.00",-3.24
glbc,glbc,4/8/2017 0:00,ppv,0,5.6,,5.42,1,5.78,5.44,-1.74
glbc,glbc,4/8/2017 0:00,sni,0,"16,358.00",,"14,705.00",1,"18,011.00","14,851.00",-1.82
glbc,glbc,4/8/2017 0:00,uniquevisitors,1,"43,500.00","39,786.00","39,923.00",2,"47,077.00","39,786.00",-2.08
glbc,glbc,4/8/2017 0:00,vdp,0,"12,514.00",,"11,468.00",1,"13,560.00","11,488.00",-1.96
glbc,glbc,4/8/2017 0:00,visits,1,"53,359.00","48,710.00","49,662.00",2,"57,057.00","48,710.00",-2.51
glbc,glbc,4/9/2017 0:00,bouncerate,0,27.9,,26.29,0,29.51,28.47,0.71
glbc,glbc,4/9/2017 0:00,event1,0,407,,277,0,536,423,0.25
glbc,glbc,4/9/2017 0:00,event2,1,"1,968.00",6,"1,726.00",10,"2,210.00",6,-16.21
glbc,glbc,4/9/2017 0:00,pageviews,1,"241,477.00","213,369.00","224,766.00",3,"258,188.00","213,369.00",-3.36
glbc,glbc,4/9/2017 0:00,ppv,0,5.62,,5.43,0,5.8,5.55,-0.83
glbc,glbc,4/9/2017 0:00,sni,0,"12,199.00",,"10,945.00",0,"13,454.00","12,082.00",-0.19
glbc,glbc,4/9/2017 0:00,uniquevisitors,0,"33,086.00",,"29,427.00",0,"36,746.00","33,485.00",0.22
glbc,glbc,4/9/2017 0:00,vdp,0,"9,700.00",,"8,872.00",0,"10,528.00","9,723.00",0.06
glbc,glbc,4/9/2017 0:00,visits,0,"38,376.00",,"35,656.00",0,"41,097.00","38,477.00",0.07
glbc,glbc,4/10/2017 0:00,bouncerate,0,26.24,,24.74,1,27.75,27.02,1.03
glbc,glbc,4/10/2017 0:00,event1,0,666,,538,0,795,660,-0.09
glbc,glbc,4/10/2017 0:00,event2,1,"9,074.00",5,"7,934.00",10,"10,215.00",5,-15.9
glbc,glbc,4/10/2017 0:00,pageviews,1,"285,552.00","319,104.00","265,343.00",3,"305,761.00","319,104.00",3.32
glbc,glbc,4/10/2017 0:00,ppv,0,5.33,,5.15,1,5.51,5.24,-1.05
glbc,glbc,4/10/2017 0:00,sni,1,"15,765.00","17,708.00","14,156.00",2,"17,374.00","17,708.00",2.42
glbc,glbc,4/10/2017 0:00,uniquevisitors,1,"44,392.00","49,049.00","40,761.00",2,"48,023.00","49,049.00",2.57
glbc,glbc,4/10/2017 0:00,vdp,1,"11,981.00","13,186.00","10,966.00",2,"12,996.00","13,186.00",2.37
glbc,glbc,4/10/2017 0:00,visits,1,"55,727.00","60,946.00","51,808.00",2,"59,645.00","60,946.00",2.66
glbc,glbc,4/11/2017 0:00,bouncerate,0,28.02,,26.41,1,29.63,27.04,-1.22
glbc,glbc,4/11/2017 0:00,event1,0,608,,480,0,735,657,0.77
glbc,glbc,4/11/2017 0:00,event2,1,"5,920.00",4,"5,159.00",10,"6,680.00",4,-15.57
glbc,glbc,4/11/2017 0:00,pageviews,1,"287,778.00","321,410.00","266,957.00",3,"308,600.00","321,410.00",3.23
glbc,glbc,4/11/2017 0:00,ppv,0,5.27,,5.09,0,5.45,5.36,0.96
glbc,glbc,4/11/2017 0:00,sni,0,"16,224.00",,"14,531.00",1,"17,916.00","17,850.00",1.92
glbc,glbc,4/11/2017 0:00,uniquevisitors,1,"45,686.00","49,536.00","41,974.00",2,"49,398.00","49,536.00",2.07
glbc,glbc,4/11/2017 0:00,vdp,1,"11,929.00","13,859.00","10,896.00",3,"12,962.00","13,859.00",3.74
glbc,glbc,4/11/2017 0:00,visits,1,"55,435.00","60,007.00","51,450.00",2,"59,420.00","60,007.00",2.29
glbc,glbc,4/12/2017 0:00,bouncerate,0,27.45,,25.87,0,29.03,28.11,0.84
glbc,glbc,4/12/2017 0:00,event1,0,621,,494,0,748,661,0.63
glbc,glbc,4/12/2017 0:00,event2,1,"5,416.00",3,"4,705.00",10,"6,128.00",3,-15.21
glbc,glbc,4/12/2017 0:00,pageviews,0,"304,420.00",,"281,911.00",1,"326,929.00","316,154.00",1.04
glbc,glbc,4/12/2017 0:00,ppv,0,5.3,,5.12,0,5.48,5.32,0.28
glbc,glbc,4/12/2017 0:00,sni,0,"17,887.00",,"15,984.00",0,"19,790.00","18,074.00",0.2
glbc,glbc,4/12/2017 0:00,uniquevisitors,0,"49,281.00",,"45,487.00",0,"53,075.00","48,924.00",-0.19
glbc,glbc,4/12/2017 0:00,vdp,0,"12,765.00",,"11,635.00",0,"13,894.00","13,294.00",0.94
glbc,glbc,4/12/2017 0:00,visits,0,"59,373.00",,"55,011.00",0,"63,734.00","59,373.00",0
glbc,glbc,4/13/2017 0:00,bouncerate,0,28.02,,26.41,1,29.63,28.89,1.08
glbc,glbc,4/13/2017 0:00,event1,0,639,,513,0,765,597,-0.67
glbc,glbc,4/13/2017 0:00,event2,1,"5,692.00",4,"4,928.00",10,"6,455.00",4,-14.91
glbc,glbc,4/13/2017 0:00,pageviews,0,"325,361.00",,"301,295.00",0,"349,426.00","327,676.00",0.19
glbc,glbc,4/13/2017 0:00,ppv,0,5.27,,5.09,0,5.45,5.24,-0.3
glbc,glbc,4/13/2017 0:00,sni,0,"18,680.00",,"16,708.00",0,"20,653.00","19,205.00",0.53
glbc,glbc,4/13/2017 0:00,uniquevisitors,0,"49,908.00",,"46,143.00",0,"53,673.00","51,470.00",0.83
glbc,glbc,4/13/2017 0:00,vdp,0,"13,601.00",,"12,399.00",1,"14,804.00","14,325.00",1.2
glbc,glbc,4/13/2017 0:00,visits,0,"61,206.00",,"56,745.00",0,"65,668.00","62,498.00",0.58
glbc,glbc,4/14/2017 0:00,bouncerate,0,29,,27.33,0,30.67,29.78,0.93
glbc,glbc,4/14/2017 0:00,event1,0,535,,409,0,661,595,0.95
glbc,glbc,4/14/2017 0:00,event2,1,"3,637.00",7,"3,139.00",10,"4,136.00",7,-14.55
glbc,glbc,4/14/2017 0:00,pageviews,0,"311,827.00",,"288,932.00",0,"334,722.00","314,886.00",0.27
glbc,glbc,4/14/2017 0:00,ppv,0,5.23,,5.05,1,5.4,5.11,-1.39
glbc,glbc,4/14/2017 0:00,sni,0,"18,299.00",,"16,377.00",0,"20,220.00","18,242.00",-0.06
glbc,glbc,4/14/2017 0:00,uniquevisitors,0,"49,586.00",,"45,831.00",0,"53,342.00","51,028.00",0.77
glbc,glbc,4/14/2017 0:00,vdp,0,"13,847.00",,"12,619.00",0,"15,075.00","13,822.00",-0.04
glbc,glbc,4/14/2017 0:00,visits,0,"59,685.00",,"55,357.00",0,"64,014.00","61,597.00",0.88
glbc,glbc,4/15/2017 0:00,bouncerate,1,29.04,31.09,27.37,2,30.71,31.09,2.45
glbc,glbc,4/15/2017 0:00,event1,0,506,,380,1,631,435,-1.14
glbc,glbc,4/15/2017 0:00,event2,1,"2,878.00",3,"2,475.00",10,"3,280.00",3,-14.3
glbc,glbc,4/15/2017 0:00,pageviews,1,"317,204.00","263,881.00","294,077.00",4,"340,332.00","263,881.00",-4.61
glbc,glbc,4/15/2017 0:00,ppv,1,5.26,4.92,5.08,3,5.44,4.92,-3.82
glbc,glbc,4/15/2017 0:00,sni,1,"18,703.00","16,200.00","16,753.00",2,"20,652.00","16,200.00",-2.57
glbc,glbc,4/15/2017 0:00,uniquevisitors,1,"49,891.00","44,906.00","46,148.00",2,"53,635.00","44,906.00",-2.66
glbc,glbc,4/15/2017 0:00,vdp,1,"14,602.00","12,168.00","13,317.00",3,"15,887.00","12,168.00",-3.79
glbc,glbc,4/15/2017 0:00,visits,1,"60,544.00","53,675.00","56,162.00",3,"64,926.00","53,675.00",-3.14
glbc,glbc,4/16/2017 0:00,bouncerate,0,32.21,,30.32,0,34.1,31.44,-0.82
glbc,glbc,4/16/2017 0:00,event1,0,424,,298,1,549,355,-1.1
glbc,glbc,4/16/2017 0:00,event2,1,0,2,0,0,0,2,0
glbc,glbc,4/16/2017 0:00,pageviews,1,"257,717.00","226,533.00","238,538.00",3,"276,896.00","226,533.00",-3.25
glbc,glbc,4/16/2017 0:00,ppv,0,5.22,,5.04,0,5.41,5.24,0.19
glbc,glbc,4/16/2017 0:00,sni,0,"13,968.00",,"12,482.00",0,"15,453.00","14,100.00",0.18
glbc,glbc,4/16/2017 0:00,uniquevisitors,0,"39,322.00",,"35,501.00",0,"43,143.00","37,989.00",-0.7
glbc,glbc,4/16/2017 0:00,vdp,0,"11,462.00",,"10,432.00",0,"12,491.00","11,122.00",-0.66
glbc,glbc,4/16/2017 0:00,visits,0,"44,946.00",,"41,626.00",1,"48,267.00","43,246.00",-1.02
glbc,glbc,4/17/2017 0:00,bouncerate,1,29.23,27.36,27.52,2,30.94,27.36,-2.18
glbc,glbc,4/17/2017 0:00,event1,0,652,,526,0,778,694,0.67
glbc,glbc,4/17/2017 0:00,event2,1,"6,876.00",2,"5,874.00",10,"7,877.00",2,-13.73
glbc,glbc,4/17/2017 0:00,pageviews,1,"317,021.00","363,784.00","292,948.00",3,"341,094.00","363,784.00",3.89
glbc,glbc,4/17/2017 0:00,ppv,1,5,5.38,4.82,4,5.18,5.38,4.18
glbc,glbc,4/17/2017 0:00,sni,1,"17,821.00","21,042.00","15,939.00",3,"19,704.00","21,042.00",3.42
glbc,glbc,4/17/2017 0:00,uniquevisitors,1,"49,059.00","55,185.00","45,253.00",3,"52,865.00","55,185.00",3.22
glbc,glbc,4/17/2017 0:00,vdp,1,"13,485.00","15,241.00","12,279.00",2,"14,691.00","15,241.00",2.91
glbc,glbc,4/17/2017 0:00,visits,1,"60,572.00","67,666.00","56,097.00",3,"65,047.00","67,666.00",3.17
glbc,glbc,4/18/2017 0:00,bouncerate,0,27.76,,26.19,1,29.33,28.56,1.02
glbc,glbc,4/18/2017 0:00,event1,0,610,,496,0,724,661,0.89
glbc,glbc,4/18/2017 0:00,event2,0,2,,1,0,4,2,0
glbc,glbc,4/18/2017 0:00,pageviews,0,"338,157.00",,"306,257.00",0,"370,058.00","339,948.00",0.11
glbc,glbc,4/18/2017 0:00,ppv,0,5.33,,5.13,0,5.53,5.38,0.53
glbc,glbc,4/18/2017 0:00,sni,0,"20,729.00",,"18,813.00",0,"22,644.00","19,915.00",-0.85
glbc,glbc,4/18/2017 0:00,uniquevisitors,0,"52,906.00",,"49,168.00",0,"56,644.00","52,467.00",-0.23
glbc,glbc,4/18/2017 0:00,vdp,0,"14,534.00",,"13,152.00",0,"15,917.00","13,960.00",-0.83
glbc,glbc,4/18/2017 0:00,visits,0,"63,816.00",,"59,503.00",0,"68,130.00","63,152.00",-0.31
glbc,glbc,4/19/2017 0:00,bouncerate,0,29.23,,27.66,1,30.79,30.56,1.71
glbc,glbc,4/19/2017 0:00,event1,0,636,,517,1,754,725,1.51
glbc,glbc,4/19/2017 0:00,event2,1,2,4,1,4,3,4,4
glbc,glbc,4/19/2017 0:00,pageviews,0,"324,872.00",,"294,648.00",1,"355,095.00","352,891.00",1.85
glbc,glbc,4/19/2017 0:00,ppv,0,5.31,,5.12,0,5.51,5.27,-0.42
glbc,glbc,4/19/2017 0:00,sni,0,"20,090.00",,"18,183.00",0,"21,997.00","20,676.00",0.61
glbc,glbc,4/19/2017 0:00,uniquevisitors,0,"52,131.00",,"48,442.00",1,"55,819.00","55,678.00",1.92
glbc,glbc,4/19/2017 0:00,vdp,1,"13,986.00","15,399.00","12,662.00",2,"15,311.00","15,399.00",2.13
glbc,glbc,4/19/2017 0:00,visits,0,"62,798.00",,"58,540.00",1,"67,057.00","66,986.00",1.97
glbc,glbc,4/20/2017 0:00,bouncerate,0,30.13,,28.52,1,31.73,31.33,1.5
glbc,glbc,4/20/2017 0:00,event1,0,654,,530,0,778,683,0.47
glbc,glbc,4/20/2017 0:00,event2,0,3,,1,0,5,3,0
glbc,glbc,4/20/2017 0:00,pageviews,0,"350,205.00",,"316,627.00",0,"383,783.00","366,237.00",0.95
glbc,glbc,4/20/2017 0:00,ppv,1,5.28,5.05,5.09,2,5.48,5.05,-2.31
glbc,glbc,4/20/2017 0:00,sni,0,"21,863.00",,"19,973.00",0,"23,754.00","22,485.00",0.66
glbc,glbc,4/20/2017 0:00,uniquevisitors,0,"57,408.00",,"53,594.00",1,"61,221.00","59,947.00",1.33
glbc,glbc,4/20/2017 0:00,vdp,0,"15,984.00",,"14,413.00",0,"17,554.00","16,224.00",0.31
glbc,glbc,4/20/2017 0:00,visits,0,"69,550.00",,"65,138.00",1,"73,962.00","72,533.00",1.35
glbc,glbc,4/21/2017 0:00,bouncerate,0,31.5,,29.87,0,33.13,31.45,-0.07
glbc,glbc,4/21/2017 0:00,event1,0,593,,482,0,704,582,-0.2
glbc,glbc,4/21/2017 0:00,event2,0,4,,1,2,7,1,-2
glbc,glbc,4/21/2017 0:00,pageviews,0,"338,351.00",,"305,962.00",0,"370,740.00","337,802.00",-0.03
glbc,glbc,4/21/2017 0:00,ppv,0,5.08,,4.89,1,5.28,4.96,-1.22
glbc,glbc,4/21/2017 0:00,sni,0,"21,348.00",,"19,472.00",1,"23,224.00","22,367.00",1.09
glbc,glbc,4/21/2017 0:00,uniquevisitors,0,"57,266.00",,"53,418.00",0,"61,115.00","56,905.00",-0.19
glbc,glbc,4/21/2017 0:00,vdp,0,"15,266.00",,"13,784.00",0,"16,748.00","14,732.00",-0.72
glbc,glbc,4/21/2017 0:00,visits,0,"68,914.00",,"64,458.00",0,"73,370.00","68,126.00",-0.35
glbc,glbc,4/22/2017 0:00,bouncerate,0,31.18,,29.61,0,32.75,31.36,0.23
glbc,glbc,4/22/2017 0:00,event1,0,467,,388,1,546,539,1.82
glbc,glbc,4/22/2017 0:00,event2,1,1,3,0,4,2,3,4
glbc,glbc,4/22/2017 0:00,pageviews,0,"306,572.00",,"281,428.00",0,"331,717.00","318,980.00",0.99
glbc,glbc,4/22/2017 0:00,ppv,0,4.97,,4.77,0,5.17,5.01,0.42
glbc,glbc,4/22/2017 0:00,sni,0,"21,009.00",,"19,363.00",0,"22,656.00","21,379.00",0.45
glbc,glbc,4/22/2017 0:00,uniquevisitors,0,"51,958.00",,"48,525.00",0,"55,391.00","53,018.00",0.62
glbc,glbc,4/22/2017 0:00,vdp,0,"13,984.00",,"12,795.00",0,"15,173.00","14,449.00",0.78
glbc,glbc,4/22/2017 0:00,visits,0,"62,105.00",,"58,129.00",0,"66,082.00","63,646.00",0.77
glbc,glbc,4/23/2017 0:00,bouncerate,0,33.14,,31.6,0,34.69,33.12,-0.03
glbc,glbc,4/23/2017 0:00,event1,0,462,,381,1,542,388,-1.85
glbc,glbc,4/23/2017 0:00,event2,1,1,5,0,4,3,5,4
glbc,glbc,4/23/2017 0:00,pageviews,1,"267,943.00","227,712.00","242,821.00",3,"293,065.00","227,712.00",-3.2
glbc,glbc,4/23/2017 0:00,ppv,0,5.15,,4.95,0,5.35,5.13,-0.2
glbc,glbc,4/23/2017 0:00,sni,1,"18,554.00","15,940.00","16,926.00",3,"20,182.00","15,940.00",-3.21
glbc,glbc,4/23/2017 0:00,uniquevisitors,1,"46,279.00","38,903.00","42,876.00",4,"49,682.00","38,903.00",-4.33
glbc,glbc,4/23/2017 0:00,vdp,1,"12,626.00","11,059.00","11,444.00",2,"13,808.00","11,059.00",-2.65
glbc,glbc,4/23/2017 0:00,visits,1,"52,973.00","44,391.00","49,020.00",4,"56,925.00","44,391.00",-4.34
glbc,glbc,4/24/2017 0:00,bouncerate,0,30.19,,28.57,1,31.81,28.75,-1.78
glbc,glbc,4/24/2017 0:00,event1,0,740,,617,0,863,753,0.21
glbc,glbc,4/24/2017 0:00,event2,0,8,,0,0,17,4,-0.89
glbc,glbc,4/24/2017 0:00,pageviews,0,"354,118.00",,"330,614.00",0,"377,621.00","356,526.00",0.2
glbc,glbc,4/24/2017 0:00,ppv,0,5.06,,4.86,0,5.27,5.12,0.61
glbc,glbc,4/24/2017 0:00,sni,0,"22,281.00",,"20,468.00",0,"24,093.00","22,266.00",-0.02
glbc,glbc,4/24/2017 0:00,uniquevisitors,0,"55,597.00",,"52,194.00",0,"59,000.00","56,415.00",0.48
glbc,glbc,4/24/2017 0:00,vdp,0,"15,655.00",,"14,255.00",0,"17,054.00","15,362.00",-0.42
glbc,glbc,4/24/2017 0:00,visits,0,"68,419.00",,"64,457.00",0,"72,381.00","69,585.00",0.59
glbc,glbc,4/25/2017 0:00,bouncerate,0,29.17,,27.57,1,30.78,29.98,1
glbc,glbc,4/25/2017 0:00,event1,0,708,,591,0,824,665,-0.74
glbc,glbc,4/25/2017 0:00,event2,0,3,,0,0,6,3,0
glbc,glbc,4/25/2017 0:00,pageviews,0,"346,383.00",,"323,194.00",1,"369,571.00","333,346.00",-1.12
glbc,glbc,4/25/2017 0:00,ppv,0,5.2,,5,0,5.41,5.12,-0.79
glbc,glbc,4/25/2017 0:00,sni,0,"21,689.00",,"19,950.00",0,"23,429.00","21,496.00",-0.22
glbc,glbc,4/25/2017 0:00,uniquevisitors,0,"54,982.00",,"51,616.00",0,"58,348.00","53,771.00",-0.72
glbc,glbc,4/25/2017 0:00,vdp,0,"14,796.00",,"13,488.00",0,"16,103.00","14,687.00",-0.17
glbc,glbc,4/25/2017 0:00,visits,0,"66,659.00",,"62,734.00",0,"70,584.00","65,143.00",-0.77
mabc,mabc,1/26/2017 0:00,bouncerate,0,36.5,,31.76,1,41.23,33.16,-1.41
mabc,mabc,1/26/2017 0:00,event1,0,658,,518,0,799,621,-0.52
mabc,mabc,1/26/2017 0:00,event2,0,"26,359.00",,"21,552.00",1,"31,165.00","28,802.00",1.02
mabc,mabc,1/26/2017 0:00,pageviews,0,"336,691.00",,"283,038.00",0,"390,345.00","339,794.00",0.12
mabc,mabc,1/26/2017 0:00,ppv,0,4.69,,4.35,0,5.03,4.84,0.91
mabc,mabc,1/26/2017 0:00,sni,0,"25,091.00",,"20,626.00",0,"29,555.00","24,352.00",-0.33
mabc,mabc,1/26/2017 0:00,uniquevisitors,0,"63,136.00",,"54,557.00",0,"71,716.00","59,500.00",-0.85
